"","happ1_emot_hap","happ1_emot_sat","happ1_emot_enj","happ1_emot_ala","happ1_emot_sca","happ1_emot_fea","happ1_emot_irr","happ1_emot_agg","happ1_emot_ann","happ1_supp_dif","happ1_supp_con","happ2_emot_hap","happ2_emot_sat","happ2_emot_enj","happ2_emot_ala","happ2_emot_sca","happ2_emot_fea","happ2_emot_irr","happ2_emot_agg","happ2_emot_ann","happ2_supp_dif","happ2_supp_con","angr1_emot_hap","angr1_emot_sat","angr1_emot_enj","angr1_emot_ala","angr1_emot_sca","angr1_emot_fea","angr1_emot_irr","angr1_emot_agg","angr1_emot_ann","angr1_supp_dif","angr1_supp_con","angr2_emot_hap","angr2_emot_sat","angr2_emot_enj","angr2_emot_ala","angr2_emot_sca","angr2_emot_fea","angr2_emot_irr","angr2_emot_agg","angr2_emot_ann","angr2_supp_dif","angr2_supp_con","neut1_emot_hap","neut1_emot_sat","neut1_emot_enj","neut1_emot_ala","neut1_emot_sca","neut1_emot_fea","neut1_emot_irr","neut1_emot_agg","neut1_emot_ann","neut1_supp_dif","neut1_supp_con","neut2_emot_hap","neut2_emot_sat","neut2_emot_enj","neut2_emot_ala","neut2_emot_sca","neut2_emot_fea","neut2_emot_irr","neut2_emot_agg","neut2_emot_ann","neut2_supp_dif","neut2_supp_con","indiv_gend_var","indiv_agee_var","indiv_maia_001","indiv_maia_002","indiv_maia_003","indiv_maia_004","indiv_maia_005","indiv_maia_006","indiv_maia_007","indiv_maia_008","indiv_maia_009","indiv_maia_010","indiv_maia_011","indiv_maia_012","indiv_maia_013","indiv_maia_014","indiv_maia_015","indiv_maia_016","indiv_maia_017","indiv_maia_018","indiv_maia_019","indiv_maia_020","indiv_maia_021","indiv_maia_022","indiv_maia_023","indiv_maia_024","indiv_maia_025","indiv_maia_026","indiv_maia_027","indiv_maia_028","indiv_maia_029","indiv_maia_030","indiv_maia_031","indiv_maia_032","exper_init_var","exper_ssid_var","demand","feedb_awar_var","feedb_blef_var","video_awar_var","heard_awar_var","block1.order","block2.order","exper_note_var","happ1.happy","happ1.anger","angr1.happy","angr1.anger","neut1.happy","neut1.anger","happ2.happy","happ2.anger","angr2.happy","angr2.anger","neut2.happy","neut2.anger"
"32",1,1,2,0,0,0,0,0,0,1,5,1,2,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,1,1,1,6,0,0,0,0,0,0,0,1,0,1,5,0,1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,1,0,1,5,1,18,3,3,3,3,2,2,2,4,4,1,2,2,2,1,3,2,2,2,3,4,4,3,1,3,3,3,2,1,1,2,2,3,"MAM",132,"neg",0,3,0,0,"Anger1|Happy1|Neutral1","Happy2|Neutral2|Anger2","Had a pre-existing belief that facila expressions change emotional state. Forgot to mention the Negative Demand - proceeded like a no Demand condition, but made note of this where appropriate. Forgot the fake audio recorder in the room between transition to Study #2.",1.33333333333333,0,0,1,0.333333333333333,0,1,0,0,0.333333333333333,0,0.333333333333333
"33",1,2,1,0,0,0,0,0,0,3,4,1,1,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,2,2,18,4,4,4,4,3,4,5,3,5,2,4,2,4,2,4,2,2,4,4,5,5,4,1,2,3,2,4,2,3,4,4,4,"KLP",133,"neu",0,4,0,0,"Neutral1|Happy1|Anger1","Happy2|Neutral2|Anger2","despite not being in the positive condition when asked why we asked about emotions he replied that we had to make faces that resembled facial expressions which mad him feel a certain way such as the happy face making him feel happy and the angry face making him feel angry so he definitely believes in the facial feedback hypothesis.",1.33333333333333,0,0,0.333333333333333,0,0,1,0,0,0.333333333333333,0,0
"34",2,0,0,0,0,0,4,1,1,2,6,0,0,0,0,0,0,2,1,0,2,6,0,2,0,0,0,0,2,0,1,3,6,0,0,0,0,0,0,2,2,1,4,6,1,0,0,0,0,0,2,0,1,1,5,0,2,1,0,0,0,1,0,0,1,4,1,18,3,3,2,4,2,3,4,3,3,2,2,3,3,3,2,3,3,4,4,2,3,3,1,2,3,3,4,2,3,3,4,3,"CBV",134,"neu",0,NA,1,0,"Happy1|Neutral1|Anger1","Anger2|Neutral2|Happy2","Participant did not guess her condition correctly and was confused during most of the debriefing. She had a feeling she was recorded, but said she didn't really think about it until after the study was over. ",0.666666666666667,2,0.666666666666667,1,0.333333333333333,1,0,1,0,1.66666666666667,1,0.333333333333333
"35",1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,5,1,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,1,0,0,2,5,0,0,1,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,1,5,2,19,4,4,4,4,2,2,4,4,3,4,4,3,3,4,4,4,4,4,4,4,5,3,4,4,3,3,5,3,4,3,3,4,"TSS",135,"neg",3,0,1,0,"Anger1|Neutral1|Happy1","Neutral2|Anger2|Happy2","Glare on glasses may partially obscure facial expressions.",0.666666666666667,0,0.333333333333333,0.333333333333333,0.333333333333333,0,1,0,0,0.333333333333333,0.333333333333333,0
"36",5,3,4,0,0,0,0,0,0,1,3,4,1,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,3,4,1,4,0,0,0,0,0,0,4,2,3,1,4,2,1,0,0,0,0,0,0,0,1,3,2,1,0,0,0,0,0,0,0,1,3,1,18,3,4,4,5,2,1,5,5,4,1,1,3,1,1,2,1,2,3,5,5,5,3,1,4,5,2,5,3,5,5,5,5,"GEO",136,"pos",4,4,0,0,"Happy1|Neutral1|Anger1","Neutral2|Anger2|Happy2","She thought there was a correlation between facial expressions and mood. She agreed with our hypothesis. She thought the expressions affected her emotions. She thought the GSR wasn't real because it looked fake and I didn't press any buttons, but the light was on. She talked about learning about facial expressions an emotion in class but said it didn't affect her answers. ",4,0,0,3,1,0,2.33333333333333,0,0,3,1,0
"37",0,1,1,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,2,2,19,2,5,4,5,2,5,3,2,2,4,3,4,4,3,2,2,3,3,3,5,5,2,2,5,4,4,2,2,2,3,5,3,"CBV",137,"pos",4,0,0,0,"Neutral1|Happy1|Anger1","Neutral2|Anger2|Happy2","This participant was very attentive and interested in the study. He remembered that we told him that his expressions would influence his emotions, but he thought we were using deception and thought that the opposite effect would occur. He was pretty convinced that his expressions would not influence his emotions even though he knew he was in the positive condition. He looked a little confused during parts of the study. ",0.666666666666667,0,0,0.666666666666667,0,0,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0
"38",0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,1,2,18,4,5,5,5,1,3,3,3,3,5,3,2,2,5,5,5,3,3,2,2,4,2,2,4,4,2,1,1,2,4,4,4,"CBV",138,"neg",3,0,1,0,"Neutral1|Anger1|Happy1","Neutral2|Anger2|Happy2","Participant got confused during debriefing. At one point he said he knew we weren't expecting an effect, but later when we went through all the different conditions, he said I told him we were expecting an effect. I think he just got confused. He made some very strange faces during the study and moved around a lot. ",0,0,0,0,0,0,0,0,0,0,0,0
"39",0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,1,0,0,5,6,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,7,1,19,3,4,3,2,3,2,3,4,2,4,4,4,4,3,3,4,3,1,1,1,1,1,3,1,3,3,3,1,2,4,4,4,"rev",139,"neu",0,NA,1,0,"Neutral1|Happy1|Anger1","Happy2|Anger2|Neutral2","part thought maybe purpose was face exp. aff. movements of body 
questions influence GSR
no idea of true purpose 


I mis-spoke in the beginning of the study and said, 3 facial ' expressions' rather than 'movements' I corrected this quickly, but I was worried it would inf, study.

In the end, it doesn't seem like like this error increased her awareness of the study. ",0,0,0,0,0,0,0,0,0,0.333333333333333,0,0
"40",2,1,2,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1,1,1,1,3,1,0,2,1,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,1,2,0,3,1,0,0,0,0,0,0,1,5,0,1,1,0,0,0,1,1,1,1,1,1,19,5,3,3,5,2,4,5,4,4,3,5,5,5,5,5,5,4,2,5,5,5,3,1,3,2,1,1,1,3,4,3,4,"BAF",140,"pos",4,2,0,0,"Neutral1|Happy1|Anger1","Happy2|Anger2|Neutral2","remembered hypothesis, seemed unsure that it actually worked
said she felt something in the gsr recording",1.66666666666667,0,1,0,1.33333333333333,0,0.666666666666667,1,0.333333333333333,0,0.666666666666667,1
"41",1,2,1,0,0,0,0,0,0,1,4,1,1,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,1,1,3,0,0,0,0,0,0,1,1,1,1,3,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,18,4,5,3,4,2,3,4,3,4,2,3,3,4,4,3,3,4,4,3,4,4,4,2,2,4,3,4,3,2,3,3,4,"TKA",141,"pos",0,1,3,0,"Happy1|Anger1|Neutral1","Anger2|Happy2|Neutral2","She was not surprised that she was being video recorded. She also said that the hypothesis affected what she was doing. ",1.33333333333333,0,0,0.666666666666667,0,1,1,0,0,1,0,1
"42",1,1,1,1,0,0,0,0,0,1,4,2,2,2,0,0,0,0,0,0,1,7,0,1,1,0,0,0,0,0,0,1,6,0,1,1,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0,1,6,1,18,5,5,4,5,3,4,5,4,4,3,2,3,4,4,4,4,3,4,5,5,3,4,2,3,3,2,3,4,2,5,5,5,"TKA",142,"neu",1,2,0,0,"Happy1|Neutral1|Anger1","Neutral2|Happy2|Anger2","She was very surprised that she was being video recorded. ",1,0,0.666666666666667,0,0.333333333333333,0,2,0,0.666666666666667,0,0.333333333333333,0
"43",5,4,4,0,0,0,0,0,0,1,3,3,2,3,0,0,0,0,0,0,1,4,3,0,3,0,0,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,1,4,1,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,1,0,1,1,4,1,18,3,3,4,3,2,2,2,4,3,2,4,4,2,4,4,2,1,4,4,3,4,4,2,2,2,1,1,1,2,4,4,4,"TKA",143,"neg",0,NA,0,0,"Anger1|Happy1|Neutral1","Anger2|Happy2|Neutral2","Interesting thing is that the participant was in negative condition yet she said the hypothesis didn't affect the study or her emotions. She said opposite was happening. She felt happy seeing happy pictures and felt sad seeing upsetting pictures.  ",4.33333333333333,0,2,0,0.333333333333333,0.333333333333333,2.66666666666667,0,0,0.333333333333333,0,0.666666666666667
"44",1,0,1,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,1,1,1,6,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1,1,6,1,18,4,5,5,5,2,2,5,4,4,2,2,2,2,3,3,1,3,4,3,4,5,4,2,2,2,3,1,1,1,3,5,5,"JOB",144,"pos",1,0,1,0,"Neutral1|Happy1|Anger1","Happy2|Anger2|Neutral2","Participant completed all facial expression trials. Participant laughed during happy trial, and also while completing angry expression trial. Participant frequently moved through duration of the study. Participant had looked at the BioPac in suspicion, and later revealed in debriefing she felt like it was doing nothing. Pt does not believe that facial expressions will influence emotion, stating ""anyone can put on a face but it doesn't mean anything."" Pt felt toward the end she was being recorded, and said ""how else would you know if I even did the experiment"" Pt was a little surprised regarding the experiment being more related to expectations and it's influence on facial expression of emotion.",0.666666666666667,0,0,0.333333333333333,0,0,0.333333333333333,0,0,0.666666666666667,0,0.333333333333333
"45",3,3,2,0,0,0,0,0,0,1,3,2,1,2,0,0,0,0,0,0,2,3,0,1,0,0,0,0,2,1,2,5,4,1,0,0,0,0,0,1,1,1,4,3,0,0,1,0,0,0,2,1,0,1,6,0,0,0,0,0,0,0,0,0,1,5,1,18,3,5,4,4,4,4,4,4,3,2,4,2,2,4,4,2,2,4,4,5,5,5,2,3,5,4,3,3,4,4,4,4,"CBV",145,"pos",4,3,1,0,"Happy1|Anger1|Neutral1","Happy2|Anger2|Neutral2","Participant remembered her condition and said that she thought expressions influenced emotion a little bit. She was skeptical of what we were testing and knew we were probably using deception. ",2.66666666666667,0,0.333333333333333,1.66666666666667,0.333333333333333,1,1.66666666666667,0,0.333333333333333,1,0,0
"46",0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,1,1,2,5,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,1,2,1,1,1,4,0,2,0,0,0,0,0,0,0,1,5,0,2,0,0,0,0,0,0,0,1,6,1,22,2,5,4,4,3,3,4,3,3,4,4,3,3,4,3,3,4,3,5,4,5,2,3,3,3,3,2,2,3,4,4,4,"TSS",146,"neu",0,NA,1,0,"Neutral1|Anger1|Happy1","Neutral2|Happy2|Anger2","Participant incorrectly guessed she was in the positive demand group",0,0,0,0.333333333333333,0.666666666666667,0,0,1,0,1.33333333333333,0.666666666666667,0
"47",0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,21,3,4,3,4,4,4,5,2,3,4,4,2,3,3,3,2,4,5,5,3,3,4,3,3,4,4,4,2,2,3,3,4,"klp",147,"neg",4,0,1,0,"Neutral1|Happy1|Anger1","Happy2|Neutral2|Anger2","she said she had originally believed making a facial expression of a certain emotion would in fact elicit that emotion but after participating in the study ended up no longer believing it. .... also i ran this participant earlier in the day for another study ",0,0,0,0,0,0,0,0,0,0.333333333333333,0,0
"48",1,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,4,1,0,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,2,1,18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"klp",148,"neu",2,1,2,0,"Happy1|Neutral1|Anger1","Happy2|Neutral2|Anger2","didn't complete the study  i am assuming she thought she was finished when she actually wasn't left the questionnaire blank so i put neutral for all of the responses ",0.666666666666667,0,0.666666666666667,0,0,0,0,0,0,0,0,0
"49",0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,1,1,4,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,3,2,18,4,4,3,4,5,4,5,3,3,5,5,4,5,4,3,2,3,2,3,5,3,2,2,3,5,3,1,1,1,4,5,4,"JOB",149,"neg",3,2,1,0,"Anger1|Neutral1|Happy1","Anger2|Neutral2|Happy2","Pt did not hold facial expression for entire duration on happy trials, and laughed during those trials. Pt briefly thought about being recorded. Pt continued to think for the duration of the study if his emotional experience was changing. Pt agrees w/ hypothesis of demand characteristics influence participant's responses. Pt seemed to be agreeable to most things experimenter discussed with him. Before reveal, pt stated he can see why one would believe facial expressions don't influence emotion - ""a genuine smile is different than just a regular posed smile""",0,0,0,0.666666666666667,0,0,0.333333333333333,0,0,0,0,0.333333333333333
"50",0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,3,1,19,3,3,1,4,2,2,4,3,4,2,3,2,3,3,2,1,4,1,3,2,2,2,2,3,3,2,1,1,2,3,3,4,"JOB",150,"neg",2,1,0,0,"Neutral1|Anger1|Happy1","Neutral2|Anger2|Happy2","Pt completed all trials. Pt seemed to not complete the adequate amount of time, and appeared hesitant to complete expressions. Pt was unaware of being recorded. Pt was confused when asked about GSR questions. Pt answered in favor of negative demand condition about reporting weaker responses. Following the reveal, was agreeable to the hypothesis about participant responses being dependent on condition told.",0,0,0,0.333333333333333,0,0,0,0,0,0,0,0
"51",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,1,18,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"rev",151,"neu",0,NA,0,0,"Neutral1|Anger1|Happy1","Anger2|Happy2|Neutral2","DID NOT PARTICIPATE in EXPRESSIONS
Part. texted and snapchatted the whole time. 
She even did this after we placed her phone in the phone box. As soon as I left the room, she just grabbed it and scrolled through our study.",0,0,0,0,0,0,0,0,0,0,0,0
"52",3,2,2,0,0,0,0,0,0,1,4,2,1,1,0,0,0,0,0,0,1,4,1,1,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,1,0,1,1,4,0,0,0,1,0,0,1,0,0,1,3,0,0,0,1,0,0,1,0,0,1,3,1,18,4,4,2,3,2,2,4,2,3,4,2,2,4,4,4,4,4,2,2,3,3,4,2,2,3,2,3,2,2,5,3,5,"rev",152,"pos",2,0,0,0,"Anger1|Happy1|Neutral1","Anger2|Neutral2|Happy2","agreed with hyp. 
Kind of caught the catch before I told her
said "" I feel like I agree, but maybe my expectations inf that."" 
deep thinker",2.33333333333333,0,0.666666666666667,0.333333333333333,0,0.333333333333333,1.33333333333333,0,0,0.666666666666667,0,0.333333333333333
"53",1,1,1,0,0,0,0,0,0,1,4,1,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,4,1,19,4,4,2,4,5,4,4,3,2,3,2,2,2,2,3,2,2,3,4,3,3,4,2,2,2,2,2,2,2,2,2,2,"GEO",153,"pos",2,3,3,0,"Neutral1|Anger1|Happy1","Anger2|Neutral2|Happy2","She was wearing glasses so it was hard to identify a scowl. She said she didn't feel any emotions throughout the study but agreed with the positive demand hypothesis. She thought there was a chemical connection between emotional and physical states. She knew that she was in the demand positive group. ",1,0,0,0,0,0,0.666666666666667,0,0,0,0,0
"54",2,2,3,0,0,0,0,0,0,1,6,1,0,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,5,1,21,4,4,4,4,2,2,4,2,4,4,2,5,4,4,4,4,2,4,5,5,5,4,2,3,4,2,4,1,2,3,4,4,"MAM",154,"neg",1,3,1,0,"Anger1|Happy1|Neutral1","Neutral2|Anger2|Happy2","She had a very hard time following during the debriefing, but did her best when she went through the study. Asked questions afterwards about some of the methodology of the study - a very curious girl.",2.33333333333333,0,0,0,0,0,0.666666666666667,0,0,0,0,0
"55",1,0,1,0,0,0,0,0,0,1,6,1,1,1,1,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,1,1,4,0,0,0,0,0,0,1,0,1,1,6,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,6,1,21,4,3,3,2,4,3,4,4,4,2,1,1,2,2,2,2,3,4,2,4,3,4,2,2,3,3,3,3,4,4,4,4,"TSS",155,"pos",2,4,2,0,"Neutral1|Anger1|Happy1","Anger2|Neutral2|Happy2","Language barrier. Some questions required extensive rephrasing. Subject didn't understand GSR aspect of study, but somehow still got the hypothesis and manipulation correct",0.666666666666667,0,0,0.666666666666667,0,0,1,0,0,0.666666666666667,0,0
"56",0,0,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,1,0,1,1,6,0,0,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1,1,5,1,18,4,5,5,5,2,3,2,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,4,3,3,4,4,4,4,"rev",156,"neg",4,0,3,0,"Happy1|Neutral1|Anger1","Anger2|Happy2|Neutral2","part basically guessed our true intent of emotion on expression immediately. 

She also asked about the comp and how we would know if she made the facial tasks

very aware

in debriefing before big reveal, she said she wonders if she agrees because of biases and because of expectations. 
really interesting part. ",0,0.333333333333333,0.333333333333333,0,0,0,0,0.666666666666667,0,0,0,0.333333333333333
"57",0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,6,1,0,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,6,2,18,5,5,5,1,1,3,5,1,3,3,5,5,3,4,4,4,4,2,1,1,1,3,3,3,3,3,3,1,2,4,3,5,"rev",157,"neg",0,0,2,0,"Neutral1|Happy1|Anger1","Happy2|Neutral2|Anger2","kind of looked into cam in the study a few times and sort of exaggerated for such. 

aware of cam
 agreed with hyp",0,0,0,0,0.666666666666667,0,0,0,0,0,0,0
"58",0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,2,18,3,4,4,5,2,3,4,3,2,4,3,4,3,4,4,2,3,1,5,5,5,5,2,3,2,2,3,1,3,4,4,4,"GEO",158,"neu",2,3,2,0,"Anger1|Happy1|Neutral1","Anger2|Neutral2|Happy2","He didn't really make the facial expressions. He did think there was an impact on the GSR ratings, but he didn't really understand what they meant. He thought there was a correlation between emotions and movements. ",0,0,0,0,0,0,0,0,0,0,0,0
"59",1,0,1,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,6,1,18,3,4,4,4,4,3,3,2,3,2,3,3,3,3,2,3,3,4,4,4,4,5,3,3,5,4,3,2,2,3,3,3,"GEO",159,"neg",4,3,2,0,"Anger1|Happy1|Neutral1","Happy2|Anger2|Neutral2","She remembered the hypothesis but didn't agree with it because the facial expressions made her laugh. She figured out that I thought she would have a weaker response to it all because of what I told her in the beginning. ",0.666666666666667,0,0,0,0,0,0.333333333333333,0,0.333333333333333,0,0,0
"60",0,1,1,0,0,0,0,0,0,1,3,2,1,0,0,0,0,0,1,0,4,4,0,0,0,0,0,0,1,0,1,2,4,0,0,0,0,0,0,0,1,1,2,4,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,18,2,5,1,1,4,4,5,4,4,1,1,2,3,2,3,1,3,2,4,5,5,4,1,5,2,3,1,1,1,2,2,4,"JOB",160,"neu",0,2,0,0,"Neutral1|Anger1|Happy1","Anger2|Happy2|Neutral2","Pt completed all trials in the experiment. Pt was aware she was in the control group during the debriefing. Pt was mostly surprised and expected the study to be about GSR readings, and had straight forward answers. Pt did not know she was being recorded, and had expectation of light to be on when recording is in progress.",0.666666666666667,0,0,0.666666666666667,0,0.333333333333333,1,0.333333333333333,0,0.666666666666667,0,0
"61",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,1,21,2,2,2,3,3,3,4,2,2,3,2,2,3,2,2,2,3,3,2,3,3,3,3,2,3,3,3,2,2,4,4,3,"JOB",161,"neg",1,0,0,1,"Happy1|Anger1|Neutral1","Anger2|Neutral2|Happy2","Pt only completed one happy facial expression trial. Pt for the most part seemed confused by most of the experiment, as well as with almost all questions asked. Did attempt to clarify with Pt. Pt did not see correlation between tasks asked to complete and GSR readings. Pt was surprised about what we were studying. Pt previously heard about study, and that this study would be about facial expressions.",0.333333333333333,0,0,0,0,0,0,0,0,0,0,0
"62",0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,3,1,18,4,5,5,5,2,4,3,4,2,4,3,4,4,4,4,4,4,4,4,4,4,4,2,3,3,2,3,2,2,3,3,3,"TKA",162,"neg",2,0,0,0,"Happy1|Anger1|Neutral1","Anger2|Happy2|Neutral2","Our negative demand hypothesis affected her study as she confirmed. One thing to note is that the participant was sleepy and almost dozed off twice. ",0,0,0,0,0,0,0,0.666666666666667,0,0,0,0
"63",0,2,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,1,1,1,1,2,3,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,1,2,1,1,2,18,2,5,4,5,1,2,3,3,4,4,3,3,1,2,3,3,3,1,1,3,4,4,3,3,2,1,1,1,2,3,3,3,"TKA",163,"neg",0,2,0,0,"Happy1|Neutral1|Anger1","Anger2|Neutral2|Happy2","I didn't see him smiling in the smiling trial. He was a very shy person. He scowled a bit during anger trial. One thing to note is that he forgot the negative demand hypothesis he was told in the beginning of the study and he reported that most of the time he was unaware of the negative demand condition hypothesis while taking the study. ",0.666666666666667,0.333333333333333,0,0,2,0,0,1,0,0.666666666666667,0,1
"64",0,0,0,0,0,0,2,1,1,3,1,0,0,0,0,0,0,1,1,1,2,6,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,3,3,0,0,0,0,0,0,1,1,3,3,2,0,0,0,0,0,0,1,1,2,19,2,4,5,5,4,4,4,3,3,3,4,2,4,3,3,3,4,1,1,3,5,5,3,3,4,4,3,1,2,4,5,3,"MAM",164,"neu",1,0,2,0,"Neutral1|Happy1|Anger1","Neutral2|Anger2|Happy2","During happy trials, stuck his lips out and pulled his face from one side to the other in a pouty expression. During anger trials, moved his brows down, in a half-scowl. During debriefing, it came up that he was a bit confused on the happy trials, he had a pretty strong suspicion of being recorded, and thought that the emotional questions were more for personality. Overall, did not think the facial expressions would have an effect on his GSR readings. During introduction and debriefing, I kept everything very simple and down to 1-2 sentences. Restating the which conditions question as, ""Do you recall me saying anything to you about your facial expressions affecting your emotions before we started?"" This seemed to make that part of the debriefing easier to follow.",0,1.33333333333333,0,0.333333333333333,2,0,0,1,0,0.666666666666667,2.66666666666667,0
