StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,intro_text_tme_First Click,intro_text_tme_Last Click,intro_text_tme_Page Submit,intro_text_tme_Click Count,intro_hypo_tme_First Click,intro_hypo_tme_Last Click,intro_hypo_tme_Page Submit,intro_hypo_tme_Click Count,happ1_desc_tme_First Click,happ1_desc_tme_Last Click,happ1_desc_tme_Page Submit,happ1_desc_tme_Click Count,happ1_perf_tme_First Click,happ1_perf_tme_Last Click,happ1_perf_tme_Page Submit,happ1_perf_tme_Click Count,happ1_emot_hap,happ1_emot_sat,happ1_emot_enj,happ1_emot_ala,happ1_emot_sca,happ1_emot_fea,happ1_emot_irr,happ1_emot_agg,happ1_emot_ann,happ1_emot_DO,happ1_supp_dif,happ1_supp_con,angr1_desc_tme_First Click,angr1_desc_tme_Last Click,angr1_desc_tme_Page Submit,angr1_desc_tme_Click Count,angr1_perf_tme_First Click,angr1_perf_tme_Last Click,angr1_perf_tme_Page Submit,angr1_perf_tme_Click Count,angr1_emot_hap,angr1_emot_sat,angr1_emot_enj,angr1_emot_ala,angr1_emot_sca,angr1_emot_fea,angr1_emot_irr,angr1_emot_agg,angr1_emot_ann,angr1_emot_DO,angr1_supp_dif,angr1_supp_con,neut1_desc_tme_First Click,neut1_desc_tme_Last Click,neut1_desc_tme_Page Submit,neut1_desc_tme_Click Count,neut1_perf_tme_First Click,neut1_perf_tme_Last Click,neut1_perf_tme_Page Submit,neut1_perf_tme_Click Count,neut1_emot_hap,neut1_emot_sat,neut1_emot_enj,neut1_emot_ala,neut1_emot_sca,neut1_emot_fea,neut1_emot_irr,neut1_emot_agg,neut1_emot_ann,neut1_emot_DO,neut1_supp_dif,neut1_supp_con,happ2_desc_tme_First Click,happ2_desc_tme_Last Click,happ2_desc_tme_Page Submit,happ2_desc_tme_Click Count,happ2_perf_tme_First Click,happ2_perf_tme_Last Click,happ2_perf_tme_Page Submit,happ2_perf_tme_Click Count,happ2_emot_hap,happ2_emot_sat,happ2_emot_enj,happ2_emot_ala,happ2_emot_sca,happ2_emot_fea,happ2_emot_irr,happ2_emot_agg,happ2_emot_ann,happ2_emot_DO,happ2_supp_dif,happ2_supp_con,angr2_desc_tme_First Click,angr2_desc_tme_Last Click,angr2_desc_tme_Page Submit,angr2_desc_tme_Click Count,angr2_perf_tme_First Click,angr2_perf_tme_Last Click,angr2_perf_tme_Page Submit,angr2_perf_tme_Click Count,angr2_emot_hap,angr2_emot_sat,angr2_emot_enj,angr2_emot_ala,angr2_emot_sca,angr2_emot_fea,angr2_emot_irr,angr2_emot_agg,angr2_emot_ann,angr2_emot_DO,angr2_supp_dif,angr2_supp_con,neut2_desc_tme_First Click,neut2_desc_tme_Last Click,neut2_desc_tme_Page Submit,neut2_desc_tme_Click Count,neut2_perf_tme_First Click,neut2_perf_tme_Last Click,neut2_perf_tme_Page Submit,neut2_perf_tme_Click Count,neut2_emot_hap,neut2_emot_sat,neut2_emot_enj,neut2_emot_ala,neut2_emot_sca,neut2_emot_fea,neut2_emot_irr,neut2_emot_agg,neut2_emot_ann,neut2_emot_DO,neut2_supp_dif,neut2_supp_con,indiv_inst_tme_First Click,indiv_inst_tme_Last Click,indiv_inst_tme_Page Submit,indiv_inst_tme_Click Count,indiv_gend_var,indiv_gend_var_6_TEXT,indiv_agee_var,indiv_maia_001,indiv_maia_002,indiv_maia_003,indiv_maia_004,indiv_maia_005,indiv_maia_006,indiv_maia_007,indiv_maia_008,indiv_maia_009,indiv_maia_010,indiv_maia_011,indiv_maia_012,indiv_maia_013,indiv_maia_014,indiv_maia_015,indiv_maia_016,indiv_maia_017,indiv_maia_018,indiv_maia_019,indiv_maia_020,indiv_maia_021,indiv_maia_022,indiv_maia_023,indiv_maia_024,indiv_maia_025,indiv_maia_026,indiv_maia_027,indiv_maia_028,indiv_maia_029,indiv_maia_030,indiv_maia_031,indiv_maia_032,debri_pass_var,exper_init_var,exper_ssid_var,exper_date_var,feedb_awar_var,feedb_blef_var,video_awar_var,heard_awar_var,exper_csnt_vd1,exper_csnt_vd2,exper_csnt_vd3,exper_csnt_vd4,exper_csnt_vd5,exper_csnt_aud,exper_note_var,demand,FL_20_DO,FL_5_DO,FL_6_DO
11/25/2019 13:30,11/25/2019 14:28,0,100,3489,1,11/25/2019 14:28,R_1OZjZ5zwgWP4vrH,,,,,35.9539032,-83.93569946,anonymous,EN,0,0,8.894,0,,,,,0,0,14.513,0,0,0,5.108,0,2,2,2,1,1,1,1,1,2,happ1_emot_fea|happ1_emot_sat|happ1_emot_agg|happ1_emot_enj|happ1_emot_ann|happ1_emot_irr|happ1_emot_sca|happ1_emot_hap|happ1_emot_ala,2,5,0,0,5.528,0,0,0,5.008,0,1,1,1,1,1,1,2,1,2,angr1_emot_fea|angr1_emot_ann|angr1_emot_sca|angr1_emot_irr|angr1_emot_sat|angr1_emot_hap|angr1_emot_agg|angr1_emot_ala|angr1_emot_enj,2,4,5.755,5.755,6.817,1,1.204,1.204,5.008,1,1,2,2,1,1,1,1,1,1,neut1_emot_hap|neut1_emot_fea|neut1_emot_ala|neut1_emot_enj|neut1_emot_sat|neut1_emot_ann|neut1_emot_agg|neut1_emot_irr|neut1_emot_sca,1,4,0,0,5.779,0,0,0,5.006,0,1,1,2,1,1,1,1,1,2,happ2_emot_enj|happ2_emot_irr|happ2_emot_fea|happ2_emot_sca|happ2_emot_ann|happ2_emot_sat|happ2_emot_ala|happ2_emot_agg|happ2_emot_hap,2,6,5.592,5.592,6.018,1,0,0,5.106,0,1,1,1,1,1,1,2,1,2,angr2_emot_agg|angr2_emot_ala|angr2_emot_sat|angr2_emot_hap|angr2_emot_fea|angr2_emot_irr|angr2_emot_sca|angr2_emot_enj|angr2_emot_ann,2,5,0,0,5.685,0,0,0,5.11,0,1,1,2,1,1,1,1,1,1,neut2_emot_hap|neut2_emot_enj|neut2_emot_agg|neut2_emot_ala|neut2_emot_sat|neut2_emot_sca|neut2_emot_irr|neut2_emot_fea|neut2_emot_ann,1,4,0,0,5.255,0,1,,19,2,5,3,5,2,3,5,3,3,3,4,2,2,3,2,3,3,4,5,5,5,5,2,2,3,2,3,2,4,5,5,5,password,KLP,253,11/25/2019,0,3,0,0,1,1,1,1,1,1,n/a,neu,FL_23,Happy1|Neutral1|Anger1,Neutral2|Happy2|Anger2
11/25/2019 14:55,11/25/2019 15:29,0,100,2062,1,11/25/2019 15:29,R_1CycrwHgahx0Wnv,,,,,35.9539032,-83.93569946,anonymous,EN,0,0,19.225,0,0,0,17.617,0,0,0,19.59,0,0,0,5.006,0,2,2,2,1,1,1,1,1,1,happ1_emot_hap|happ1_emot_agg|happ1_emot_sat|happ1_emot_enj|happ1_emot_irr|happ1_emot_fea|happ1_emot_ala|happ1_emot_sca|happ1_emot_ann,1,5,0,0,16.308,0,0,0,5.009,0,3,3,3,2,1,1,1,2,1,angr1_emot_ann|angr1_emot_agg|angr1_emot_fea|angr1_emot_hap|angr1_emot_ala|angr1_emot_sca|angr1_emot_irr|angr1_emot_enj|angr1_emot_sat,1,5,0,0,9.604,0,0,0,5.007,0,2,1,1,1,1,1,1,1,1,neut1_emot_irr|neut1_emot_ann|neut1_emot_hap|neut1_emot_ala|neut1_emot_fea|neut1_emot_sca|neut1_emot_enj|neut1_emot_agg|neut1_emot_sat,1,5,0,0,8.371,0,0,0,5.006,0,2,2,2,1,1,1,1,1,1,happ2_emot_hap|happ2_emot_enj|happ2_emot_irr|happ2_emot_sca|happ2_emot_ann|happ2_emot_sat|happ2_emot_ala|happ2_emot_agg|happ2_emot_fea,1,5,0,0,7.346,0,0,0,5.107,0,1,1,1,1,1,1,2,1,1,angr2_emot_irr|angr2_emot_sca|angr2_emot_agg|angr2_emot_sat|angr2_emot_ann|angr2_emot_fea|angr2_emot_enj|angr2_emot_ala|angr2_emot_hap,1,5,0,0,6.518,0,0,0,5.005,0,1,1,1,1,1,1,1,1,2,neut2_emot_sca|neut2_emot_agg|neut2_emot_ala|neut2_emot_sat|neut2_emot_irr|neut2_emot_fea|neut2_emot_hap|neut2_emot_enj|neut2_emot_ann,1,5,0,0,5.671,0,1,,19,2,4,4,3,3,4,4,4,3,3,3,3,3,4,3,4,4,4,3,4,4,4,3,4,4,4,3,2,3,3,3,4,password,TSS,254,11/25/2019,4,0,0,0,1,1,1,1,1,1,"Correctly guessed group, manipulation successful",neg,FL_22,Anger1|Neutral1|Happy1,Neutral2|Happy2|Anger2
11/18/2019 15:48,11/18/2019 15:50,0,5,137,0,11/25/2019 15:50,R_2di5sVFbpV5Ahfq,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neu,FL_23,,
11/25/2019 15:43,11/25/2019 16:37,0,100,3252,1,11/25/2019 16:37,R_yWU7v4hlmSxBVm1,,,,,35.9539032,-83.93569946,anonymous,EN,0,0,9.584,0,,,,,0,0,22.693,0,0,0,5.007,0,2,2,2,1,1,1,1,1,2,happ1_emot_sat|happ1_emot_agg|happ1_emot_sca|happ1_emot_hap|happ1_emot_ann|happ1_emot_enj|happ1_emot_irr|happ1_emot_ala|happ1_emot_fea,3,3,0,0,15.363,0,0,0,5.01,0,1,1,1,1,1,1,2,1,1,angr1_emot_ala|angr1_emot_irr|angr1_emot_enj|angr1_emot_agg|angr1_emot_ann|angr1_emot_sca|angr1_emot_sat|angr1_emot_fea|angr1_emot_hap,1,3,0,0,11.9,0,0,0,5.105,0,1,2,3,1,1,1,1,1,1,neut1_emot_agg|neut1_emot_enj|neut1_emot_hap|neut1_emot_sca|neut1_emot_sat|neut1_emot_irr|neut1_emot_ala|neut1_emot_ann|neut1_emot_fea,1,2,0,0,18.674,0,0,0,5.006,0,2,1,2,1,1,1,1,2,2,happ2_emot_ann|happ2_emot_sat|happ2_emot_agg|happ2_emot_ala|happ2_emot_hap|happ2_emot_sca|happ2_emot_irr|happ2_emot_enj|happ2_emot_fea,3,3,0,0,6.474,0,0,0,5.005,0,1,1,1,1,1,1,2,2,4,angr2_emot_ann|angr2_emot_sat|angr2_emot_hap|angr2_emot_sca|angr2_emot_agg|angr2_emot_enj|angr2_emot_fea|angr2_emot_irr|angr2_emot_ala,4,3,0,0,6.241,0,0,0,5.106,0,1,3,1,1,1,1,1,1,1,neut2_emot_hap|neut2_emot_sca|neut2_emot_fea|neut2_emot_irr|neut2_emot_ann|neut2_emot_sat|neut2_emot_enj|neut2_emot_agg|neut2_emot_ala,1,2,0,0,8.32,0,1,,18,2,3,3,4,4,4,2,4,3,2,3,2,4,5,3,4,4,4,3,4,5,4,4,5,4,4,3,3,4,4,5,5,password,TSS,255,11/25/2019,1,2,0,0,0,0,0,0,0,0,"Participant believed they were in the positive demand group
",neu,FL_23,Anger1|Neutral1|Happy1,Neutral2|Happy2|Anger2
11/26/2019 9:30,11/26/2019 10:17,0,100,2847,1,11/26/2019 10:17,R_1pmqslLNF9RLkOt,,,,,35.9539032,-83.93569946,anonymous,EN,0,0,22.394,0,,,,,0,0,13.79,0,0,0,5.107,0,4,4,3,1,1,1,1,1,1,happ1_emot_fea|happ1_emot_sat|happ1_emot_ala|happ1_emot_irr|happ1_emot_ann|happ1_emot_agg|happ1_emot_sca|happ1_emot_hap|happ1_emot_enj,1,5,0,0,22.404,0,0,0,5.111,0,2,2,3,1,1,1,1,1,1,angr1_emot_sat|angr1_emot_enj|angr1_emot_sca|angr1_emot_fea|angr1_emot_hap|angr1_emot_agg|angr1_emot_irr|angr1_emot_ann|angr1_emot_ala,1,5,0,0,9.412,0,0,0,5.01,0,2,1,2,1,1,1,1,1,1,neut1_emot_ann|neut1_emot_ala|neut1_emot_agg|neut1_emot_sca|neut1_emot_sat|neut1_emot_hap|neut1_emot_fea|neut1_emot_irr|neut1_emot_enj,1,6,0,0,9.236,0,0,0,5.005,0,5,3,4,1,1,1,1,1,1,happ2_emot_hap|happ2_emot_sca|happ2_emot_ala|happ2_emot_irr|happ2_emot_agg|happ2_emot_sat|happ2_emot_fea|happ2_emot_enj|happ2_emot_ann,2,3,0,0,10.557,0,0,0,5.008,0,3,2,3,1,1,1,1,1,1,angr2_emot_agg|angr2_emot_fea|angr2_emot_ann|angr2_emot_sca|angr2_emot_hap|angr2_emot_enj|angr2_emot_sat|angr2_emot_irr|angr2_emot_ala,1,1,0,0,17.3,0,0,0,5.106,0,2,1,2,1,1,1,1,1,1,neut2_emot_irr|neut2_emot_sat|neut2_emot_agg|neut2_emot_ann|neut2_emot_ala|neut2_emot_enj|neut2_emot_sca|neut2_emot_fea|neut2_emot_hap,1,1,0,0,10.169,0,2,,19,4,2,4,4,3,4,5,2,3,5,4,4,5,4,3,4,2,3,1,5,5,3,1,4,4,2,1,1,2,5,4,4,password,rev,256,11/26/2019,1,0,1,0,1,1,1,1,1,1,"computer glitched like 3 min in to study. 
when this happened the video stopped recording
didnt get a lot of vid data, but got audio data",neu,FL_23,Anger1|Happy1|Neutral1,Neutral2|Anger2|Happy2
11/26/2019 12:50,11/26/2019 13:44,0,100,3275,1,11/26/2019 13:44,R_usnIXrliuWV8XIZ,,,,,35.9539032,-83.93569946,anonymous,EN,0,0,12.773,0,0,0,12.207,0,0,0,8.445,0,0,0,5.006,0,4,3,3,1,1,1,1,1,1,happ1_emot_sca|happ1_emot_irr|happ1_emot_fea|happ1_emot_ann|happ1_emot_hap|happ1_emot_agg|happ1_emot_ala|happ1_emot_sat|happ1_emot_enj,1,6,0,0,11.736,0,0,0,5.108,0,1,1,2,1,1,1,3,3,3,angr1_emot_enj|angr1_emot_ann|angr1_emot_sat|angr1_emot_hap|angr1_emot_agg|angr1_emot_sca|angr1_emot_ala|angr1_emot_fea|angr1_emot_irr,1,6,0,0,13.648,0,0,0,5.109,0,1,1,1,1,1,1,1,1,1,neut1_emot_hap|neut1_emot_sat|neut1_emot_irr|neut1_emot_fea|neut1_emot_ala|neut1_emot_ann|neut1_emot_enj|neut1_emot_agg|neut1_emot_sca,1,1,0,0,15.728,0,0,0,5.006,0,2,1,2,1,1,1,1,1,1,happ2_emot_agg|happ2_emot_sat|happ2_emot_sca|happ2_emot_ala|happ2_emot_enj|happ2_emot_hap|happ2_emot_fea|happ2_emot_ann|happ2_emot_irr,1,1,0,0,8.156,0,0,0,5.108,0,1,1,1,1,1,1,2,1,2,angr2_emot_fea|angr2_emot_sca|angr2_emot_agg|angr2_emot_enj|angr2_emot_ann|angr2_emot_hap|angr2_emot_ala|angr2_emot_irr|angr2_emot_sat,1,1,0,0,6.272,0,0,0,5.006,0,1,1,1,1,1,1,1,1,1,neut2_emot_enj|neut2_emot_irr|neut2_emot_hap|neut2_emot_sat|neut2_emot_agg|neut2_emot_sca|neut2_emot_fea|neut2_emot_ala|neut2_emot_ann,1,1,0,0,6.411,0,2,,19,4,4,4,4,3,2,2,4,3,4,4,3,4,3,3,3,4,4,4,4,4,4,4,3,4,4,3,3,3,4,4,4,password,TKA,257,11/26/2019,1,3,0,0,1,1,1,1,1,1,He was very surprised hearing the purpose of the study. He could not guess anything at all. He mainly thought it was all about machine reading his response. ,pos,FL_21,Anger1|Happy1|Neutral1,Happy2|Neutral2|Anger2
11/26/2019 14:28,11/26/2019 15:09,0,100,2433,1,11/26/2019 15:09,R_2tf03sBE7rnYey0,,,,,35.9539032,-83.93569946,anonymous,EN,0,0,14.681,0,0,0,15.429,0,0,0,7.666,0,0,0,5.009,0,3,3,3,1,1,1,1,1,1,happ1_emot_ala|happ1_emot_ann|happ1_emot_sat|happ1_emot_fea|happ1_emot_irr|happ1_emot_sca|happ1_emot_agg|happ1_emot_hap|happ1_emot_enj,1,6,0,0,10.164,0,0,0,5.009,0,1,1,1,1,1,1,1,1,1,angr1_emot_hap|angr1_emot_enj|angr1_emot_sat|angr1_emot_ala|angr1_emot_agg|angr1_emot_sca|angr1_emot_irr|angr1_emot_fea|angr1_emot_ann,1,6,0,0,23.25,0,0,0,5.011,0,1,1,1,1,1,1,1,1,3,neut1_emot_sca|neut1_emot_agg|neut1_emot_irr|neut1_emot_enj|neut1_emot_ala|neut1_emot_ann|neut1_emot_sat|neut1_emot_hap|neut1_emot_fea,1,6,0,0,9.265,0,0,0,5.005,0,3,1,3,1,1,1,1,1,1,happ2_emot_enj|happ2_emot_ala|happ2_emot_fea|happ2_emot_ann|happ2_emot_irr|happ2_emot_sat|happ2_emot_hap|happ2_emot_sca|happ2_emot_agg,1,6,0,0,6.69,0,0,0,5.107,0,1,2,1,1,1,1,1,1,2,angr2_emot_ala|angr2_emot_fea|angr2_emot_irr|angr2_emot_hap|angr2_emot_enj|angr2_emot_sca|angr2_emot_agg|angr2_emot_ann|angr2_emot_sat,1,6,0,0,7.446,0,0,0,5.11,0,1,1,1,1,1,1,1,1,3,neut2_emot_hap|neut2_emot_enj|neut2_emot_ala|neut2_emot_irr|neut2_emot_ann|neut2_emot_agg|neut2_emot_sca|neut2_emot_fea|neut2_emot_sat,1,6,0,0,5.07,0,1,,19,5,5,5,5,2,4,5,4,3,3,5,5,5,4,3,4,4,5,3,5,5,5,5,4,5,4,4,2,3,3,4,4,password,BAF,258,11/26/2019,4,3,3,0,1,1,1,1,1,1,"knew purpose of the experiment,
was pretty sure they were being recorded",pos,FL_21,Neutral1|Anger1|Happy1,Neutral2|Anger2|Happy2
11/26/2019 16:22,11/26/2019 17:33,0,100,4241,1,11/26/2019 17:33,R_wShIGGIPl5kz6Nz,,,,,35.9539032,-83.93569946,anonymous,EN,0,0,10.195,0,0,0,12.097,0,0,0,26.492,0,0,0,5.107,0,3,4,3,1,1,1,1,1,1,happ1_emot_sat|happ1_emot_agg|happ1_emot_sca|happ1_emot_irr|happ1_emot_fea|happ1_emot_enj|happ1_emot_ann|happ1_emot_hap|happ1_emot_ala,1,3,0,0,10.148,0,0,0,5.007,0,5,3,5,1,1,1,1,1,1,angr1_emot_sat|angr1_emot_ala|angr1_emot_enj|angr1_emot_hap|angr1_emot_fea|angr1_emot_ann|angr1_emot_agg|angr1_emot_sca|angr1_emot_irr,1,3,0,0,7.963,0,0,0,5.007,0,1,2,1,1,1,1,1,1,1,neut1_emot_ann|neut1_emot_enj|neut1_emot_ala|neut1_emot_irr|neut1_emot_hap|neut1_emot_fea|neut1_emot_sat|neut1_emot_sca|neut1_emot_agg,1,4,0,0,8.222,0,0,0,5.006,0,2,1,2,1,1,1,1,1,1,happ2_emot_agg|happ2_emot_ala|happ2_emot_enj|happ2_emot_hap|happ2_emot_ann|happ2_emot_sat|happ2_emot_fea|happ2_emot_irr|happ2_emot_sca,1,1,0,0,7.991,0,0,0,5.108,0,4,4,3,1,1,1,1,1,1,angr2_emot_fea|angr2_emot_hap|angr2_emot_sat|angr2_emot_ala|angr2_emot_agg|angr2_emot_irr|angr2_emot_sca|angr2_emot_enj|angr2_emot_ann,2,3,0,0,5.997,0,0,0,5.006,0,2,1,1,1,1,1,1,1,2,neut2_emot_fea|neut2_emot_sat|neut2_emot_ann|neut2_emot_irr|neut2_emot_sca|neut2_emot_agg|neut2_emot_hap|neut2_emot_ala|neut2_emot_enj,1,1,0,0,8.547,0,1,,18,2,4,3,4,3,3,5,2,2,3,4,2,3,3,4,4,3,1,1,4,4,3,2,3,4,5,1,1,2,5,5,5,password,TKA,259,11/26/2019,1,4,0,0,1,1,1,1,1,1,She couldn't really guess the purpose of the study.,neg,FL_22,Happy1|Neutral1|Anger1,Anger2|Happy2|Neutral2
11/26/2019 17:33,11/26/2019 18:35,0,100,3700,1,11/26/2019 18:35,R_x9MgKPU9NEZVOV3,,,,,35.9539032,-83.93569946,anonymous,EN,0,0,21.345,0,0,0,14.337,0,0,0,23.589,0,0,0,5.108,0,1,3,2,1,1,1,1,1,1,happ1_emot_irr|happ1_emot_enj|happ1_emot_ala|happ1_emot_ann|happ1_emot_hap|happ1_emot_sat|happ1_emot_fea|happ1_emot_agg|happ1_emot_sca,1,2,0,0,13.386,0,0,0,5.008,0,1,1,1,1,1,1,1,1,1,angr1_emot_agg|angr1_emot_hap|angr1_emot_ala|angr1_emot_fea|angr1_emot_sca|angr1_emot_enj|angr1_emot_irr|angr1_emot_ann|angr1_emot_sat,1,2,0,0,10.296,0,0,0,5.007,0,1,1,1,1,1,1,1,1,1,neut1_emot_hap|neut1_emot_sca|neut1_emot_sat|neut1_emot_enj|neut1_emot_fea|neut1_emot_agg|neut1_emot_ala|neut1_emot_irr|neut1_emot_ann,1,2,0,0,8.365,0,0,0,5.005,0,2,2,1,1,1,1,1,1,1,happ2_emot_ala|happ2_emot_sat|happ2_emot_hap|happ2_emot_agg|happ2_emot_fea|happ2_emot_irr|happ2_emot_ann|happ2_emot_enj|happ2_emot_sca,1,2,0,0,13.462,0,0,0,5.107,0,1,1,1,1,1,1,1,1,1,angr2_emot_enj|angr2_emot_sat|angr2_emot_ala|angr2_emot_hap|angr2_emot_irr|angr2_emot_agg|angr2_emot_sca|angr2_emot_fea|angr2_emot_ann,1,2,0,0,7.522,0,0,0,5.106,0,1,1,1,1,1,1,1,1,1,neut2_emot_enj|neut2_emot_hap|neut2_emot_fea|neut2_emot_sca|neut2_emot_sat|neut2_emot_irr|neut2_emot_ann|neut2_emot_ala|neut2_emot_agg,1,2,0,0,11.284,0,1,,20,4,5,4,3,2,4,4,4,2,4,5,2,4,4,4,3,3,4,2,5,4,4,2,3,3,2,2,2,2,4,3,3,password,TKA,260,11/26/2019,1,3,0,0,1,1,0,1,1,1,"The participant said the expectation influenced a little bit while she was taking the study but in general she believes smiling makes her happy, scowling doesn't make her angry.",neg,FL_22,Happy1|Anger1|Neutral1,Anger2|Happy2|Neutral2
11/20/2019 10:00,11/20/2019 10:21,0,5,1243,0,11/27/2019 10:21,R_x3BAgrOPjOeJtLj,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neu,FL_23,,
11/21/2019 17:17,11/21/2019 18:22,0,5,3901,0,11/28/2019 18:22,R_xhLlBF1BevzbEs1,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neu,FL_23,,
11/22/2019 16:39,11/22/2019 17:16,0,5,2208,0,11/29/2019 17:16,R_1FLC1EDpmrtlRMw,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neg,FL_22,,
11/24/2019 9:36,11/24/2019 11:51,0,5,8115,0,12/1/2019 11:52,R_4Iucc1wDFyOTrFv,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neg,FL_22,,
11/24/2019 16:47,11/24/2019 17:19,0,5,1941,0,12/1/2019 17:19,R_2uxMs2GSVAXGnsw,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neg,FL_22,,
11/25/2019 9:02,11/25/2019 9:09,0,5,432,0,12/2/2019 9:09,R_3P6V0qrfQM4O818,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pos,FL_21,,
12/2/2019 7:57,12/2/2019 9:34,0,100,5840,1,12/2/2019 9:34,R_2qEl3oUcghLlsxN,,,,,35.9539032,-83.93569946,anonymous,EN,0,0,9.898,0,0,0,13.751,0,0,0,14.354,0,0,0,5.108,0,1,1,1,1,1,1,1,1,1,happ1_emot_fea|happ1_emot_enj|happ1_emot_sca|happ1_emot_ann|happ1_emot_agg|happ1_emot_ala|happ1_emot_hap|happ1_emot_irr|happ1_emot_sat,1,4,0,0,11.678,0,0,0,5.109,0,1,1,1,1,1,1,1,2,1,angr1_emot_fea|angr1_emot_sca|angr1_emot_hap|angr1_emot_ann|angr1_emot_irr|angr1_emot_enj|angr1_emot_ala|angr1_emot_agg|angr1_emot_sat,1,2,0,0,6.159,0,0,0,5.005,0,1,1,1,1,1,1,1,1,2,neut1_emot_fea|neut1_emot_ann|neut1_emot_hap|neut1_emot_sat|neut1_emot_sca|neut1_emot_ala|neut1_emot_agg|neut1_emot_irr|neut1_emot_enj,1,6,0,0,7.002,0,0,0,5.006,0,1,1,1,1,1,1,1,1,1,happ2_emot_enj|happ2_emot_ann|happ2_emot_hap|happ2_emot_ala|happ2_emot_fea|happ2_emot_agg|happ2_emot_irr|happ2_emot_sat|happ2_emot_sca,1,6,0,0,6.035,0,0,0,5.005,0,1,1,1,1,1,1,1,1,1,angr2_emot_ala|angr2_emot_irr|angr2_emot_hap|angr2_emot_fea|angr2_emot_ann|angr2_emot_agg|angr2_emot_enj|angr2_emot_sat|angr2_emot_sca,1,6,0,0,7.761,0,0,0,5.007,0,1,1,1,1,1,1,1,1,1,neut2_emot_enj|neut2_emot_irr|neut2_emot_fea|neut2_emot_agg|neut2_emot_hap|neut2_emot_ann|neut2_emot_sat|neut2_emot_sca|neut2_emot_ala,1,6,0,0,7.106,0,1,,18,4,5,2,3,2,4,4,1,1,3,2,3,1,4,2,2,2,3,1,2,3,2,1,1,3,1,1,1,1,2,1,3,password,KLP,261,12/2/2019,3,0,0,0,1,1,1,1,1,1,didn't seem to pose,neg,FL_22,Anger1|Happy1|Neutral1,Happy2|Anger2|Neutral2
